v,vw,o,c,h,l,t,n
67793,135.9849,136.0148,135.965,136.025,135.95,1673985840000,817
61350,135.9541,135.96,135.9325,135.98,135.915,1673985900000,656
69333,135.9131,135.9301,135.93,135.94,135.88,1673985960000,760
42203,135.9334,135.935,135.9468,135.96,135.91,1673986020000,538
139441,135.932,135.94,135.915,135.97,135.89,1673986080000,1097
52774,135.9084,135.915,135.88,135.935,135.87,1673986140000,648
114431,135.8588,135.875,135.7707,135.92,135.76,1673986200000,1275
100323,135.7707,135.771,135.761,135.8291,135.71,1673986260000,1028
60041,135.7726,135.77,135.755,135.8,135.75,1673986320000,736
69557,135.7992,135.76,135.8487,135.85,135.74,1673986380000,836
58876,135.8389,135.85,135.775,135.87,135.77,1673986440000,706
93154,135.7511,135.78,135.76,135.8141,135.685,1673986500000,1037
57829,135.7683,135.7621,135.82,135.82,135.73,1673986560000,736
85602,135.7975,135.8268,135.78,135.84,135.76,1673986620000,806
72178,135.7669,135.78,135.73,135.8,135.73,1673986680000,873
82754,135.7174,135.735,135.715,135.75,135.66,1673986740000,993
149395,135.6709,135.72,135.63,135.72,135.6,1673986800000,1369
102190,135.683,135.621,135.725,135.74,135.62,1673986860000,779
99288,135.759,135.73,135.78,135.7999,135.71,1673986920000,977
76850,135.7401,135.77,135.7207,135.7784,135.72,1673986980000,900
72139,135.6933,135.725,135.69,135.725,135.68,1673987040000,886
62239,135.6893,135.69,135.715,135.715,135.67,1673987100000,725
123023,135.6988,135.71,135.65,135.75,135.62,1673987160000,1242
56287,135.6547,135.6472,135.66,135.675,135.635,1673987220000,752
86823,135.7085,135.665,135.71,135.75,135.65,1673987280000,938
80214,135.6817,135.715,135.705,135.715,135.645,1673987340000,984
131915,135.7604,135.695,135.76,135.82,135.67,1673987400000,1320
88456,135.7334,135.76,135.7,135.77,135.7,1673987460000,1219
115234,135.7157,135.71,135.715,135.745,135.7,1673987520000,1027
107683,135.7373,135.715,135.755,135.76,135.6999,1673987580000,1210
107115,135.7771,135.755,135.77,135.8184,135.74,1673987640000,1194
75588,135.7518,135.77,135.755,135.7799,135.73,1673987700000,957
71222,135.7368,135.75,135.7327,135.76,135.7099,1673987760000,907
102290,135.7717,135.73,135.81,135.8199,135.71,1673987820000,1052
196347,135.8696,135.815,135.85,135.93,135.815,1673987880000,1892
96945,135.8554,135.84,135.85,135.88,135.83,1673987940000,1076
108455,135.8797,135.8559,135.855,135.9,135.85,1673988000000,1255
82139,135.8689,135.85,135.895,135.9025,135.85,1673988060000,921
135600,135.9134,135.895,135.905,135.94,135.88,1673988120000,1485
85300,135.8732,135.905,135.865,135.905,135.845,1673988180000,1034
158799,135.7791,135.865,135.74,135.865,135.7,1673988240000,1589
181974,135.664,135.74,135.66,135.74,135.62,1673988300000,1779
448107,135.6936,135.6591,135.7,135.725,135.65,1673988360000,1572
139336,135.6591,135.705,135.655,135.715,135.61,1673988420000,1505
141846,135.6882,135.6499,135.735,135.74,135.63,1673988480000,1526
135750,135.7275,135.7367,135.7689,135.775,135.7,1673988540000,1375
311515,135.7349,135.765,135.79,135.83,135.62,1673988600000,3136
182288,135.8102,135.79,135.8076,135.85,135.77,1673988660000,1924
232356,135.8288,135.805,135.78,135.87,135.77,1673988720000,2068
221306,135.7488,135.78,135.725,135.8,135.695,1673988780000,2092
231510,135.7131,135.72,135.78,135.795,135.66,1673988840000,2400
385203,135.8536,135.8,135.855,135.92,135.79,1673988900000,3500
220149,135.8463,135.85,135.88,135.885,135.8,1673988960000,2155
342886,135.8925,135.875,135.9022,135.93,135.84,1673989020000,2991
371298,135.9302,135.9,135.94,135.97,135.89,1673989080000,3184
1032097,135.9366,135.93,135.93,136,135.83,1673989140000,7872
1019666,135.9401,135.94,136,136,135.9,1673989200000,148
564637,135.9407,135.97,135.94,136.02,135.94,1673989260000,165
635716,135.9402,135.98,136.03,136.03,135.94,1673989320000,68
3562,136.0343,136.03,136.05,136.05,136.02,1673989380000,59
2825,136.0301,136.03,136.03,136.03,136.03,1673989440000,58
5794,135.9861,136.03,136,136.03,136,1673989500000,59
35695,135.938,136,135.97,136.0001,135.94,1673989560000,64
52142,135.9447,135.97,135.97,135.99,135.94,1673989620000,37
25792,135.943,135.98,135.98,135.99,135.94,1673989680000,28
2663,135.981,135.98,136,136,135.97,1673989740000,34
65774,135.9411,135.98,135.94,135.98,135.94,1673989800000,40
2370,135.9706,135.95,136,136,135.95,1673989860000,47
4768,135.994,135.99,135.99,136,135.99,1673989920000,35
1716,136.0014,136,136,136.01,136,1673989980000,40
2833,135.9829,136,135.965,136,135.96,1673990040000,50
1776,135.9847,135.99,135.97,136,135.97,1673990100000,37
1594,135.972,135.98,135.97,135.98,135.96,1673990160000,26
3089,135.9671,135.97,135.96,135.97,135.96,1673990220000,33
437,135.9706,135.97,135.97,135.97,135.97,1673990280000,11
756,135.974,135.98,135.97,135.98,135.97,1673990340000,24
541,135.979,135.99,135.97,135.99,135.97,1673990400000,26
619,135.9707,135.97,135.97,135.97,135.97,1673990460000,25
689,135.9709,135.97,135.97,135.97,135.97,1673990520000,33
1139,135.9732,135.97,135.97,135.97,135.97,1673990580000,28
1871,135.979,135.98,135.98,135.98,135.98,1673990640000,13
1104,135.9661,135.97,135.9538,135.97,135.9538,1673990700000,36
1676,135.9759,135.98,135.97,135.99,135.97,1673990760000,28
483,135.9844,135.99,135.97,135.99,135.97,1673990820000,21
1818,135.9971,135.98,135.9999,136,135.98,1673990880000,38
2133,136.0227,136.02,136.03,136.03,136.02,1673990940000,44
1462,136.0305,136.03,136.03,136.03,136.03,1673991000000,23
3264,136.0321,136.03,136.03,136.0399,136.03,1673991060000,28
2336,136.0393,136.04,136.04,136.04,136.04,1673991120000,18
1276,136.0302,136.04,136.02,136.04,136.02,1673991180000,41
2801,136.0215,136.04,136,136.04,136,1673991240000,34
595,136.0062,136,136.01,136.01,136,1673991300000,25
3304,135.9988,136,136,136,135.99,1673991360000,39
1089,135.9842,136,135.98,136,135.98,1673991420000,21
440,135.9862,135.97,135.98,135.98,135.97,1673991480000,20
234,135.9888,135.99,135.99,135.99,135.99,1673991540000,16
313,135.9764,135.97,135.97,135.97,135.97,1673991600000,22
1076,135.9811,135.97,136,136,135.97,1673991660000,24
355,135.9849,135.98,135.98,135.98,135.98,1673991720000,23
284,135.9847,135.98,135.98,135.98,135.98,1673991780000,19
1131,135.9827,135.98,135.98,135.98,135.98,1673991840000,18
412,135.9947,136,136,136,136,1673991960000,23
781,135.972,135.98,135.97,135.98,135.97,1673992020000,28
8307,135.9418,135.9755,135.98,135.98,135.94,1673992140000,22
1013,135.9698,135.9698,135.97,135.97,135.9698,1673992200000,21
684,135.9781,135.98,135.98,135.98,135.98,1673992260000,22
528,135.9849,135.98,135.9767,135.98,135.9767,1673992320000,22
3054,135.9575,135.97,135.94,135.9793,135.94,1673992440000,65
1250,135.9789,135.98,135.98,135.98,135.97,1673992560000,21
1548,135.9953,135.99,136,136,135.99,1673992620000,49
754,135.9893,135.98,136,136.0175,135.98,1673992680000,18
1301,136.012,136,136.02,136.02,136,1673992740000,18
405,136.019,136.0197,136.02,136.02,136.0197,1673992800000,9
2982,136.0005,136,135.98,136.01,135.98,1673992920000,18
332,135.9799,135.98,135.98,135.98,135.98,1673993100000,17
1406,135.9791,135.98,135.98,135.98,135.98,1673993340000,10
166,135.9799,135.98,135.98,135.98,135.98,1673993400000,7
770,135.9659,135.9516,135.96,135.98,135.95,1673993460000,10
673,135.9593,135.96,135.96,135.96,135.96,1673993640000,17
740,135.8398,135.95,135.94,135.95,135.94,1673993760000,22
942,135.9399,135.95,135.94,135.95,135.94,1673993820000,31
185,135.9261,135.93,135.93,135.93,135.93,1673993880000,21
6937,135.9342,135.91,135.92,135.94,135.91,1673993940000,26
912,135.9176,135.9201,135.92,135.9201,135.91,1673994000000,13
1121,135.915,135.91,135.92,135.92,135.91,1673994060000,16
1501,135.9445,135.95,135.93,135.95,135.93,1673994120000,20
2875,135.9554,135.95,135.97,135.97,135.95,1673994180000,14
903,135.9663,135.97,135.96,135.97,135.96,1673994240000,16
1157,135.9301,135.93,135.93,135.93,135.93,1673994300000,14
439,135.9158,135.9132,135.91,135.9132,135.91,1673994540000,10
136,135.9153,135.91,135.91,135.91,135.91,1673994660000,8
401,135.9568,135.9597,135.9597,135.9597,135.9597,1673994720000,16
429,135.9306,135.93,135.93,135.93,135.93,1673994780000,13
215,135.9354,135.94,135.94,135.94,135.94,1673995020000,9
266,135.9395,135.94,135.94,135.94,135.94,1673995320000,10
141,135.9311,135.93,135.93,135.93,135.93,1673995380000,16
266,135.951,135.94,135.94,135.94,135.94,1673995500000,18
1332,135.931,135.9304,135.93,135.9304,135.93,1673995680000,17
1597,135.9309,135.93,135.93,135.93,135.93,1673995740000,12
1045,135.965,135.95,135.98,135.98,135.95,1673995860000,20
342,135.9577,135.95,135.96,135.96,135.95,1673995920000,15
348,135.9721,135.97,135.97,135.97,135.97,1673995980000,17
931,135.9338,135.94,135.92,135.94,135.92,1673996040000,17
345,135.916,135.91,135.91,135.91,135.91,1673996100000,6
540,135.9681,135.97,135.97,135.97,135.97,1673996280000,13
3676,135.8891,135.93,135.83,135.94,135.81,1673996400000,53
1181,135.7978,135.8,135.75,135.88,135.75,1673996460000,50
603,135.7331,135.71,135.67,135.71,135.67,1673996520000,19
1198,135.7302,135.8,135.7,135.8,135.69,1673996580000,20
2670,135.7365,135.69,135.71,135.79,135.69,1673996640000,49
2264,135.7919,135.78,135.71,135.82,135.71,1673996700000,36
988,135.781,135.82,135.75,135.82,135.75,1673996760000,33
1670,135.7961,135.8,135.8,135.8,135.8,1673996820000,18
682,135.8203,135.85,135.85,135.85,135.85,1673996940000,29
722,135.8804,135.9,135.9,135.9,135.9,1673997000000,18
417,135.856,135.81,135.87,135.87,135.81,1673997060000,15
366,135.8639,135.88,135.88,135.88,135.88,1673997180000,13
28784,135.9351,135.86,135.85,135.94,135.82,1673997240000,22
267,135.8251,135.83,135.83,135.83,135.83,1673997420000,12
135,135.813,135.8001,135.8001,135.8001,135.8001,1673997480000,9
2962,135.8581,135.86,135.86,135.86,135.86,1673997660000,10
493,135.8419,135.84,135.85,135.85,135.84,1673997780000,7
475,135.8246,135.83,135.83,135.83,135.83,1673997900000,12
3307,135.7974,135.85,135.77,135.85,135.75,1673998020000,28
465,135.7761,135.77,135.77,135.77,135.77,1673998080000,17
1739,135.7864,135.78,135.8,135.8,135.78,1673998140000,24
927,135.7616,135.8,135.75,135.8,135.75,1673998200000,33
1491,135.7169,135.71,135.72,135.73,135.71,1673998320000,23
794,135.7086,135.7,135.71,135.71,135.7,1673998380000,18
11574,135.7015,135.72,135.71,135.72,135.7,1673998440000,30
1083,135.669,135.66,135.66,135.66,135.66,1673998500000,14
1352,135.678,135.67,135.71,135.71,135.67,1673998620000,21
651,135.6998,135.67,135.71,135.71,135.67,1673998680000,20
363,135.6784,135.67,135.67,135.67,135.67,1673998740000,9
5918,135.5797,135.65,135.52,135.66,135.52,1673998800000,66
4970,135.4991,135.5,135.5,135.51,135.49,1673998860000,58
759,135.5145,135.5,135.55,135.55,135.5,1673998920000,13
1845,135.5554,135.55,135.55,135.59,135.55,1673998980000,23
976,135.5698,135.52,135.55,135.59,135.52,1673999040000,19
524,135.5352,135.53,135.5499,135.5499,135.53,1673999100000,26
1010,135.5491,135.55,135.55,135.55,135.55,1673999160000,9
278,135.5685,135.58,135.58,135.58,135.58,1673999280000,18
1504,135.5907,135.58,135.58,135.6,135.58,1673999400000,17
703,135.6094,135.6,135.64,135.64,135.6,1673999460000,26
106,135.6019,135.6,135.6,135.6,135.6,1673999520000,6
2267,135.6005,135.61,135.57,135.61,135.57,1673999700000,31
539,135.6125,135.63,135.65,135.65,135.63,1673999760000,22
142,135.5801,135.58,135.58,135.58,135.58,1673999820000,11
1382,135.5749,135.56,135.57,135.6,135.55,1673999880000,21
278,135.5931,135.58,135.6,135.6,135.58,1673999940000,16
536,135.6118,135.62,135.6,135.62,135.6,1674000060000,17
242,135.5983,135.59,135.59,135.59,135.59,1674000120000,9
180,135.5999,135.6,135.6,135.6,135.6,1674000180000,7
1411,135.6152,135.62,135.62,135.62,135.62,1674000240000,17
863,135.582,135.59,135.59,135.59,135.59,1674000360000,24
154,135.5619,135.56,135.56,135.56,135.56,1674000540000,6
1451,135.5998,135.59,135.6,135.61,135.59,1674000600000,21
131,135.6029,135.61,135.61,135.61,135.61,1674000660000,16
156,135.5605,135.56,135.56,135.56,135.56,1674000780000,6
2731,135.5546,135.56,135.55,135.56,135.55,1674000840000,28
2913,135.5502,135.55,135.55,135.55,135.55,1674000900000,15
1370,135.6063,135.61,135.62,135.62,135.61,1674001020000,29
250,135.607,135.62,135.59,135.62,135.59,1674001080000,12
3554,135.5329,135.6199,135.5,135.6199,135.5,1674001320000,60
224,135.6026,135.6,135.6,135.6,135.6,1674001380000,7
138,135.5811,135.58,135.58,135.58,135.58,1674001500000,10
496,135.5998,135.6,135.6,135.6,135.6,1674001560000,11
177,135.5972,135.6,135.6,135.6,135.6,1674001620000,17
1149,135.5819,135.58,135.58,135.58,135.58,1674001680000,23
2310,135.5714,135.57,135.58,135.58,135.57,1674001740000,10
4372,135.5422,135.55,135.51,135.55,135.5,1674001860000,15
4171,135.5049,135.5,135.5,135.55,135.5,1674001920000,19
6046,135.4978,135.55,135.49,135.55,135.49,1674001980000,33
928,135.5027,135.49,135.52,135.52,135.49,1674002040000,17
787,135.4935,135.49,135.5,135.5,135.49,1674002160000,22
917,135.5325,135.5,135.52,135.53,135.5,1674002220000,23
3392,135.5211,135.55,135.52,135.55,135.52,1674002280000,21
1513,135.5134,135.52,135.52,135.52,135.5,1674002340000,10
741,135.5173,135.52,135.52,135.52,135.52,1674002400000,13
626,135.5206,135.52,135.52,135.52,135.52,1674002460000,19
602,135.5419,135.54,135.55,135.55,135.54,1674002580000,17
718,135.5383,135.54,135.55,135.55,135.52,1674002640000,8
345,135.539,135.55,135.55,135.55,135.55,1674002700000,10
439,135.5316,135.5,135.5,135.5,135.5,1674002760000,13
364,135.5229,135.55,135.51,135.55,135.51,1674002820000,13
764,135.5199,135.51,135.55,135.55,135.51,1674002880000,15
324,135.5014,135.5,135.5,135.5,135.5,1674002940000,18
1600,135.5269,135.51,135.55,135.55,135.51,1674003000000,40
787,135.5485,135.55,135.55,135.55,135.55,1674003060000,13
3035,135.5693,135.55,135.59,135.59,135.55,1674003120000,20
525,135.5898,135.59,135.59,135.59,135.59,1674003180000,16
326,135.5644,135.5601,135.5601,135.5601,135.5601,1674003240000,17
204,135.5655,135.57,135.5601,135.57,135.5601,1674003300000,6
728,135.5483,135.55,135.57,135.57,135.52,1674003420000,22
3825,135.5128,135.54,135.5,135.54,135.5,1674003540000,48
1925,136.0691,136.28,136.17,136.28,136.17,1674032400000,85
142,136.0832,136.1,136.1,136.1,136.1,1674032520000,9
427,136.1259,136.14,136.14,136.14,136.14,1674032580000,17
557,136.0962,136.1,136.1,136.1,136.1,1674032640000,24
346,136.1305,136.14,136.14,136.14,136.14,1674032700000,16
1413,136.129,136.13,136.13,136.13,136.13,1674032760000,56
1997,136.0967,136.1,136.1,136.1,136.1,1674032880000,63
531,136.1376,136.16,136.16,136.16,136.16,1674033000000,19
502,136.1332,136.11,136.15,136.15,136.11,1674033060000,17
1683,136.0979,136.1,136.14,136.14,136.09,1674033120000,42
1555,136.085,136.1,136.07,136.1,136.07,1674033180000,32
235,136.1176,136.12,136.12,136.12,136.12,1674033240000,10
244,136.1323,136.12,136.12,136.12,136.12,1674033300000,10
561,136.1248,136.16,136.12,136.16,136.12,1674033360000,11
826,136.1995,136.17,136.23,136.23,136.17,1674033480000,17
496,136.2741,136.27,136.28,136.28,136.27,1674033540000,14
850,136.2481,136.28,136.28,136.28,136.28,1674033600000,29
850,136.2498,136.25,136.25,136.25,136.25,1674033660000,17
2597,136.2558,136.26,136.25,136.26,136.25,1674033720000,48
1672,136.2653,136.25,136.27,136.27,136.25,1674033780000,29
1088,136.2926,136.3,136.3,136.3,136.3,1674033840000,43
431,136.3062,136.3,136.3,136.3,136.3,1674033900000,17
2361,136.1364,136.15,136.13,136.15,136.13,1674034200000,41
545,136.1552,136.17,136.17,136.17,136.17,1674034260000,23
232,136.1547,136.15,136.15,136.15,136.15,1674034380000,9
541,136.1227,136.13,136.13,136.13,136.13,1674034620000,11
263,136.1111,136.11,136.11,136.11,136.11,1674034680000,7
345,136.1426,136.13,136.13,136.13,136.13,1674035040000,14
1472,136.1207,136.12,136.12,136.12,136.12,1674035100000,29
615,136.102,136.07,136.13,136.13,136.07,1674035160000,31
709,136.1092,136.12,136.1,136.12,136.1,1674035280000,20
501,136.1559,136.16,136.16,136.16,136.16,1674035340000,21
615,136.2253,136.23,136.23,136.23,136.23,1674035520000,13
1177,136.1813,136.18,136.17,136.18,136.17,1674035700000,27
1579,136.1817,136.18,136.18,136.18,136.18,1674036000000,48
363,136.1905,136.2,136.2,136.2,136.2,1674036060000,16
717,136.1955,136.18,136.2,136.2,136.18,1674036120000,14
671,136.1839,136.18,136.18,136.18,136.18,1674036240000,12
381,136.2206,136.21,136.21,136.21,136.21,1674036360000,9
554,136.1875,136.21,136.2,136.21,136.2,1674036420000,17
756,136.1408,136.16,136.14,136.16,136.14,1674036780000,44
401,136.1527,136.17,136.17,136.17,136.17,1674036840000,11
350,136.1758,136.17,136.18,136.18,136.17,1674036960000,8
272,136.2025,136.22,136.22,136.22,136.22,1674037080000,12
5211,136.1792,136.18,136.18,136.18,136.18,1674037140000,32
1064,136.1145,136.17,136.11,136.17,136.07,1674037620000,37
448,136.0904,136.12,136.07,136.12,136.07,1674037860000,29
1044,136.0398,136.06,136.02,136.06,136.02,1674037920000,55
323,136.0332,136.02,136.02,136.02,136.02,1674038100000,13
526,136.109,136.11,136.12,136.12,136.11,1674038280000,11
343,136.1678,136.16,136.16,136.16,136.16,1674038400000,13
338,136.2036,136.2,136.2,136.2,136.2,1674038640000,11
221,136.2439,136.24,136.24,136.24,136.24,1674038760000,14
1197,136.2984,136.29,136.3,136.3,136.29,1674038820000,20
1237,136.3217,136.31,136.33,136.33,136.31,1674039000000,21
239,136.3304,136.33,136.33,136.33,136.33,1674039180000,10
251,136.3408,136.34,136.34,136.34,136.34,1674039240000,6
1471,136.3478,136.34,136.34,136.35,136.34,1674039300000,14
1504,136.4031,136.39,136.39,136.39,136.39,1674039360000,27
766,136.423,136.4,136.41,136.45,136.4,1674039420000,10
370,136.4192,136.41,136.41,136.41,136.41,1674039480000,10
329,136.4281,136.44,136.44,136.44,136.44,1674040380000,11
503,136.4315,136.43,136.42,136.43,136.42,1674040440000,13
2002,136.4222,136.43,136.42,136.43,136.42,1674040800000,31
509,136.431,136.44,136.44,136.44,136.44,1674041280000,41
1263,136.4007,136.4,136.4,136.4,136.4,1674041400000,65
705,136.3646,136.38,136.34,136.38,136.34,1674041580000,23
599,136.3468,136.32,136.36,136.36,136.32,1674041640000,12
450,136.399,136.4,136.4,136.4,136.4,1674041700000,13
1377,136.3942,136.36,136.36,136.36,136.36,1674041820000,42
834,136.4758,136.46,136.49,136.49,136.46,1674041940000,37
340,136.4771,136.48,136.48,136.48,136.48,1674042000000,11
418,136.4802,136.48,136.48,136.48,136.48,1674042180000,11
4000,136.4676,136.48,136.43,136.48,136.43,1674042300000,96
758,136.4354,136.43,136.43,136.43,136.43,1674042600000,25
1267,136.482,136.48,136.48,136.48,136.48,1674042720000,30
267,136.5496,136.57,136.57,136.57,136.57,1674042780000,16
645,136.5788,136.57,136.57,136.57,136.57,1674042960000,18
458,136.5849,136.57,136.57,136.57,136.57,1674043020000,19
9105,136.4999,136.52,136.5,136.59,136.43,1674043200000,216
3402,136.511,136.51,136.51,136.52,136.5,1674043320000,34
989,136.5517,136.55,136.55,136.55,136.55,1674043380000,27
4003,136.6139,136.58,136.63,136.63,136.58,1674043500000,63
1745,136.6134,136.62,136.61,136.62,136.61,1674043560000,44
1124,136.5841,136.61,136.61,136.61,136.61,1674043620000,46
3404,136.5734,136.62,136.5,136.62,136.5,1674043680000,95
3325,136.5168,136.52,136.55,136.55,136.5,1674043800000,43
3039,136.58,136.55,136.59,136.59,136.55,1674043920000,63
335,136.5619,136.57,136.57,136.57,136.57,1674044040000,12
866,136.5703,136.57,136.58,136.58,136.57,1674044100000,24
1545,136.5808,136.58,136.58,136.58,136.58,1674044160000,21
478,136.5829,136.58,136.58,136.58,136.58,1674044220000,19
631,136.5903,136.6,136.6,136.6,136.6,1674044280000,18
1032,136.5795,136.58,136.58,136.58,136.58,1674044340000,30
372,136.5831,136.58,136.58,136.58,136.58,1674044400000,16
833,136.5872,136.6,136.6,136.6,136.6,1674044460000,27
2345,136.5993,136.6,136.59,136.6,136.59,1674044520000,18
6437,136.5998,136.6,136.6,136.6,136.59,1674044580000,46
782,136.589,136.59,136.59,136.59,136.59,1674044640000,27
907,136.5417,136.55,136.55,136.55,136.55,1674044700000,54
1517,136.5136,136.5,136.5,136.5,136.5,1674044760000,48
1308,136.577,136.58,136.58,136.58,136.58,1674044820000,29
740,136.5802,136.58,136.58,136.58,136.58,1674044880000,10
4578,136.6268,136.6,136.66,136.66,136.6,1674044940000,87
668,136.6503,136.63,136.63,136.63,136.63,1674045000000,27
1324,136.6585,136.65,136.66,136.66,136.65,1674045060000,28
4975,136.6887,136.66,136.74,136.74,136.66,1674045120000,65
4041,136.7426,136.75,136.7,136.75,136.7,1674045180000,70
3405,136.7897,136.78,136.8,136.8,136.78,1674045240000,52
4397,136.8284,136.85,136.83,136.85,136.79,1674045300000,96
3463,136.8392,136.83,136.82,136.85,136.82,1674045360000,36
400,136.7964,136.8,136.8,136.8,136.8,1674045420000,27
1692,136.7175,136.77,136.66,136.77,136.66,1674045480000,50
1665,136.7572,136.76,136.76,136.76,136.76,1674045540000,46
3491,136.7541,136.75,136.73,136.76,136.73,1674045600000,52
1259,136.706,136.73,136.69,136.73,136.69,1674045660000,34
1269,136.6918,136.69,136.7,136.7,136.69,1674045720000,34
1773,136.7864,136.76,136.82,136.82,136.76,1674045780000,56
6167,136.8391,136.81,136.86,136.86,136.81,1674045840000,60
1495,136.8457,136.84,136.85,136.85,136.84,1674045960000,39
1186,136.8562,136.85,136.859,136.859,136.85,1674046020000,37
802,136.8677,136.87,136.86,136.87,136.86,1674046080000,32
869,136.8383,136.85,136.82,136.85,136.82,1674046140000,31
357,136.8356,136.84,136.84,136.84,136.84,1674046200000,14
1332,136.8487,136.85,136.84,136.85,136.84,1674046260000,36
3080,136.8217,136.84,136.8,136.84,136.8,1674046380000,71
536,136.8081,136.8,136.83,136.83,136.8,1674046500000,16
1424,136.8317,136.82,136.83,136.83,136.82,1674046620000,43
893,136.8674,136.84,136.88,136.88,136.84,1674046680000,38
1327,136.8784,136.88,136.88,136.88,136.88,1674046740000,28
88353,136.6771,136.5995,136.85,136.89,135.601,1674046800000,1302
13873,136.5136,136.27,136.75,136.82,135.65,1674046860000,435
8773,136.7603,136.75,136.75,136.8,136.75,1674046920000,144
8543,136.75,136.75,136.78,136.78,136.75,1674046980000,62
3369,136.7548,136.76,136.75,136.79,136.75,1674047040000,52
1301,136.7185,136.74,136.71,136.74,136.71,1674047100000,35
7090,136.742,136.71,136.75,136.75,136.71,1674047160000,57
4097,136.7083,136.73,136.69,136.73,136.69,1674047220000,91
6423,136.6992,136.7,136.69,136.7,136.67,1674047280000,120
6382,136.6853,136.68,136.68,136.71,136.68,1674047340000,63
793,136.7191,136.7,136.7,136.7,136.7,1674047400000,38
748,136.7393,136.73,136.74,136.74,136.73,1674047520000,30
353,136.7569,136.77,136.77,136.77,136.77,1674047580000,44
636,136.7407,136.74,136.74,136.74,136.74,1674047640000,32
2695,136.7505,136.75,136.76,136.77,136.74,1674047700000,91
5683,136.7743,136.76,136.78,136.78,136.75,1674047760000,69
939,136.7519,136.74,136.75,136.7735,136.74,1674047820000,46
796,136.7486,136.76,136.74,136.76,136.74,1674047880000,43
2182,136.7592,136.78,136.76,136.78,136.75,1674047940000,81
2695,136.7121,136.75,136.71,136.75,136.7,1674048000000,100
1975,136.7052,136.692,136.71,136.72,136.69,1674048060000,49
513,136.7175,136.73,136.73,136.73,136.73,1674048120000,40
3508,136.7388,136.7215,136.74,136.74,136.7215,1674048180000,39
4086,136.7097,136.72,136.68,136.72,136.68,1674048240000,125
5889,136.6873,136.69,136.7019,136.72,136.68,1674048300000,66
1225,136.7217,136.72,136.73,136.73,136.701,1674048360000,54
9338,136.7467,136.74,136.77,136.77,136.74,1674048420000,86
14211,136.6428,136.7961,136.7,136.7961,136.46,1674048480000,361
3728,136.7098,136.75,136.7,136.75,136.7,1674048540000,65
38835,136.9684,136.75,137.13,137.16,136.75,1674048600000,521
19769,137.1627,137.19,137.1,137.2699,137.08,1674048660000,278
31131,137.0595,137.1,137.03,137.2,136.93,1674048720000,378
26855,136.6864,137.06,136.4307,137.06,136.3,1674048780000,525
7947,136.6093,136.5,136.53,136.74,136.5,1674048840000,154
18767,136.6813,136.67,136.7,136.7,136.66,1674048900000,122
13128,136.5828,136.67,136.44,136.71,136.44,1674048960000,287
17465,136.4037,136.43,136.4,136.53,136.37,1674049020000,246
13942,136.3326,136.39,136.38,136.4,136.22,1674049080000,290
11744,136.4032,136.35,136.45,136.45,136.34,1674049140000,164
15133,136.5506,136.49,136.57,136.59,136.49,1674049200000,188
16224,136.5313,136.58,136.45,136.64,136.44,1674049260000,178
5394,136.5009,136.45,136.55,136.57,136.42,1674049320000,107
14685,136.4973,136.51,136.5,136.51,136.49,1674049380000,186
14179,136.4945,136.5,136.5,136.51,136.48,1674049440000,140
16239,136.6174,136.54,136.72,136.72,136.51,1674049500000,159
27543,136.8066,136.75,136.89,136.97,136.711,1674049560000,217
13553,136.812,136.88,136.8,136.88,136.77,1674049620000,133
4529,136.8454,136.84,136.8598,136.9,136.8,1674049680000,92
7589,136.8253,136.81,136.86,136.88,136.76,1674049740000,117
11844,136.8671,136.83,136.89,136.9,136.8,1674049800000,112
9802,136.9636,136.93,137,137,136.93,1674049860000,116
10762,136.9381,136.99,136.96,136.99,136.87,1674049920000,121
9684,136.924,136.97,136.91,136.97,136.9,1674049980000,146
9171,136.9504,136.91,136.99,136.99,136.91,1674050040000,150
11346,136.9726,137,136.96,137,136.94,1674050100000,204
4180,136.8717,136.9,136.86,136.9,136.84,1674050160000,149
7564,136.8089,136.84,136.8,136.84,136.77,1674050220000,149
2345,136.863,136.8014,136.8898,136.8898,136.8014,1674050280000,45
3742,136.9326,136.9,136.96,136.98,136.9,1674050340000,98
4486,136.8849,136.92,136.85,136.92,136.85,1674050400000,106
9091,136.8563,136.86,136.85,136.91,136.81,1674050460000,122
3540,136.8823,136.87,136.89,136.89,136.85,1674050520000,51
3606,136.8801,136.89,136.9,136.9,136.87,1674050580000,81
14648,137.009,136.9,137.07,137.08,136.9,1674050640000,201
16084,137.1248,137.1,137.12,137.15,137.07,1674050700000,186
8576,137.1635,137.13,137.17,137.19,137.13,1674050760000,139
11461,137.1526,137.18,137.13,137.19,137.11,1674050820000,136
5114,137.1162,137.13,137.11,137.13,137.08,1674050880000,127
17313,137.0439,137.08,137.05,137.09,137,1674050940000,162
11234,136.9421,137.0045,136.8507,137.0571,136.8507,1674051000000,170
3068,136.8936,136.93,136.88,136.93,136.88,1674051060000,63
10676,136.8953,136.885,136.96,136.96,136.87,1674051120000,94
6948,136.9778,136.9003,136.99,136.99,136.9003,1674051180000,105
4208,136.9738,136.99,137,137,136.9311,1674051240000,88
6600,136.961,136.96,137,137,136.92,1674051300000,146
7029,136.95,136.95,136.97,136.97,136.93,1674051360000,108
4274,136.9524,136.97,136.92,136.97,136.92,1674051420000,117
9658,136.9397,136.92,136.94,136.96,136.92,1674051480000,103
